title,dtg,dist,release,genre,runtime,budget,rating,foreign,foreign_dist,foreign_release,foreign_opening,foreign_pct,foreign_total,foreign_asof,hungary,hun_dist,hun_release,hun_opening,hun_pct,hun_total,hun_asof
After Earth,"$60,522,097",Sony / Columbia,"May 31, 2013",Sci-Fi,1 hrs. 40 min.,$130 million,PG-13,FOREIGN TOTAL,-,5/30/13,"$2,535,684",1.4%,"$183,321,030",9/22/13,Hungary,InterCom,6/6/13,"$202,931",37.4%,"$542,747",7/7/13
The Secret Life of Walter Mitty,"$58,236,838",Fox,"December 25, 2013",Comedy,1 hrs. 54 min.,$90 million,PG,FOREIGN TOTAL,-,12/25/13,"$27,020,990",20.8%,"$129,896,484",4/20/14,Hungary,InterCom,12/26/13,"$136,372",37.5%,"$363,546",1/12/14
Escape From Planet Earth,"$57,012,977",Weinstein Company,"February 15, 2013",Animation,1 hrs. 29 min.,$40 million,PG,FOREIGN TOTAL,-,3/1/13,"$1,367,308",7.8%,"$17,584,666",6/8/14,Hungary,-,5/1/14,"$39,068",100%,"$39,068",5/4/14
12 Years a Slave,"$56,671,993",Fox Searchlight,"October 18, 2013",Drama,2 hrs. 13 min.,$20 million,R,FOREIGN TOTAL,-,12/12/13,n/a,-,"$131,061,209",5/11/14,Hungary,Provideo,1/2/14,"$62,958",41.7%,"$150,996",1/19/14
Free Birds,"$55,750,480",Relativity,"November 1, 2013",Animation,1 hrs. 30 min.,$55 million,PG,FOREIGN TOTAL,-,10/31/13,n/a,-,"$54,636,592",5/27/14,Hungary,Big Bang,12/26/13,"$76,307",32.3%,"$235,987",1/12/14
Hansel and Gretel: Witch Hunters,"$55,703,475",Paramount,"January 25, 2013",Action Comedy,1 hrs. 28 min.,$50 million,R,FOREIGN TOTAL,-,1/17/13,"$8,370,475",4.9%,"$170,646,274",6/23/13,Hungary,UIP,2/7/13,"$129,408",38.6%,"$335,287",3/3/13
Red 2,"$53,262,560",Lionsgate/Summit,"July 19, 2013",Action Comedy,1 hrs. 56 min.,$84 million,PG-13,FOREIGN TOTAL,-,7/17/13,"$8,375,467",8.8%,"$94,813,005",N/A,Hungary,Provideo,8/8/13,"$146,810",37%,"$396,962",9/1/13
The Call,"$51,872,378",TriStar,"March 15, 2013",Thriller,1 hrs. 35 min.,$13 million,R,FOREIGN TOTAL,-,3/14/13,n/a,-,"$16,700,000",10/27/13,Hungary,-,5/2/13,"$17,259",46%,"$37,546",5/12/13
Pain and Gain,"$49,875,291",Paramount,"April 26, 2013",Action,2 hrs. 9 min.,$26 million,R,FOREIGN TOTAL,-,4/24/13,n/a,-,"$36,300,000",9/15/13,Hungary,UIP,8/1/13,"$82,733",33.2%,"$249,087",8/18/13
Gangster Squad,"$46,000,903",Warner Bros.,"January 11, 2013",Crime Drama,1 hrs. 53 min.,$60 million,R,FOREIGN TOTAL,-,1/9/13,"$9,300,000",15.7%,"$59,200,000",5/12/13,Hungary,InterCom,1/31/13,"$107,977",42.5%,"$254,275",2/17/13
Jurassic Park 3D,"$45,385,935",Universal,"April 5, 2013",Sci-Fi Horror,2 hrs. 7 min.,$10 million,PG-13,FOREIGN TOTAL,-,4/4/13,"$3,355,386",4.7%,"$71,100,000",9/15/13,Hungary,UIP,5/2/13,"$48,842",31.2%,"$156,423",5/19/13
The Internship,"$44,672,764",Fox,"June 7, 2013",Comedy,1 hrs. 59 min.,$58 million,PG-13,FOREIGN TOTAL,-,6/13/13,"$4,663,357",9.6%,"$48,820,080",10/27/13,Hungary,InterCom,6/13/13,"$94,556",20.5%,"$462,214",7/21/13
Snitch,"$42,930,462",Lionsgate/Summit,"February 22, 2013",Action,1 hrs. 52 min.,N/A,PG-13,FOREIGN TOTAL,-,N/A,n/a,-,n/a,N/A,Hungary,Big Bang,3/7/13,"$43,897",41.3%,"$106,213",3/24/13
Riddick,"$42,025,135",Universal,"September 6, 2013",Sci-Fi Fantasy,1 hrs. 59 min.,$38 million,R,FOREIGN TOTAL,-,9/5/13,"$9,079,844",16.1%,"$56,312,160",12/1/13,Hungary,Provideo,9/5/13,"$101,393",41.6%,"$243,854",9/22/13
47 Ronin,"$38,362,475",Universal,"December 25, 2013",Action Drama,2 hrs. 7 min.,$175 million,PG-13,FOREIGN TOTAL,-,12/6/13,"$1,052,482",0.9%,"$113,421,364",N/A,Hungary,UIP,12/26/13,"$421,129",41.3%,"$1,020,647",1/26/14
August: Osage County,"$37,738,810",Weinstein Company,"December 27, 2013",Comedy / Drama,2 hrs. 10 min.,N/A,R,FOREIGN TOTAL,-,12/27/13,"$350,222",1%,"$36,450,127",5/4/14,Hungary,Forum,1/16/14,"$47,052",38.7%,"$121,671",2/2/14
Philomena,"$37,709,979",Weinstein Company,"November 22, 2013",Drama,1 hrs. 35 min.,$12 million,PG-13,FOREIGN TOTAL,-,11/1/13,"$2,439,780",3.9%,"$62,419,893",3/30/14,Hungary,-,12/26/13,"$28,768",100%,"$28,768",12/29/13
The Family,"$36,918,811",Relativity,"September 13, 2013",Action Comedy,1 hrs. 52 min.,$30 million,R,FOREIGN TOTAL,-,9/13/13,n/a,-,"$41,500,000",3/9/14,Hungary,Provideo,9/26/13,"$92,383",25.2%,"$366,368",11/3/13
Walking with Dinosaurs,"$36,076,121",Fox,"December 20, 2013",Family Adventure,1 hrs. 27 min.,$80 million,PG,FOREIGN TOTAL,-,12/19/13,"$12,843,880",14.2%,"$90,470,397",3/27/14,Hungary,InterCom,12/19/13,"$47,442",13.9%,"$341,239",1/12/14
Carrie,"$35,266,619",Sony / Screen Gems,"October 18, 2013",Horror,1 hrs. 32 min.,$30 million,R,FOREIGN TOTAL,-,10/16/13,n/a,-,"$49,524,059",1/26/14,Hungary,Forum,10/24/13,"$36,793",100%,"$36,793",10/27/13
R.I.P.D.,"$33,618,855",Universal,"July 19, 2013",Action / Adventure,1 hrs. 36 min.,$130 million,PG-13,FOREIGN TOTAL,-,7/17/13,"$6,791,340",15.2%,"$44,705,365",10/27/13,Hungary,UIP,7/18/13,"$63,946",53.4%,"$119,770",7/28/13
Blue Jasmine,"$33,405,481",Sony Classics,"July 26, 2013",Comedy,1 hrs. 38 min.,N/A,PG-13,FOREIGN TOTAL,-,8/1/13,n/a,-,"$64,100,000",4/27/14,Hungary,Big Bang,8/29/13,"$37,121",33.6%,"$110,638",9/15/13
Side Effects,"$32,172,757",Open Road Films,"February 8, 2013",Thriller,1 hrs. 46 min.,N/A,R,FOREIGN TOTAL,-,2/28/13,n/a,-,"$31,200,000",9/1/13,Hungary,Provideo,5/9/13,"$49,782",59.6%,"$83,543",5/19/13
Scary Movie 5,"$32,015,787",Weinstein / Dimension,"April 12, 2013",Comedy,1 hrs. 25 min.,$20 million,PG-13,FOREIGN TOTAL,-,4/11/13,"$3,642,086",7.9%,"$46,362,957",11/24/13,Hungary,Forum,4/8/13,-,-,"$60,148",5/5/13
The Mortal Instruments: City of Bones,"$31,165,421",Sony / Screen Gems,"August 21, 2013",Fantasy Drama,2 hrs. 0 min.,$60 million,PG-13,FOREIGN TOTAL,-,8/21/13,"$8,900,000",15%,"$59,400,000",1/12/14,Hungary,Provideo,8/29/13,"$62,761",32.4%,"$193,430",9/15/13
Delivery Man,"$30,664,106",Buena Vista,"November 22, 2013",Comedy,1 hrs. 45 min.,$26 million,PG-13,FOREIGN TOTAL,-,11/21/13,n/a,-,"$19,320,590",N/A,Hungary,Provideo,12/19/13,"$100,134",18.6%,"$537,685",1/19/14
One Direction: This is Us,"$28,873,374",TriStar,"August 30, 2013",Concert,1 hrs. 32 min.,$10 million,PG,FOREIGN TOTAL,-,8/28/13,"$14,818,249",37.4%,"$39,659,524",12/15/13,Hungary,InterCom,9/5/13,"$37,840",100%,"$37,840",9/8/13
Kick-Ass 2,"$28,795,985",Universal,"August 16, 2013",Action Comedy,1 hrs. 43 min.,$28 million,R,FOREIGN TOTAL,-,8/14/13,"$6,070,203",19%,"$32,000,000",2/23/14,Hungary,UIP,8/22/13,"$1,810",10%,"$18,101",8/25/13
Dallas Buyers Club,"$27,298,285",Focus Features,"November 1, 2013",Drama,1 hrs. 57 min.,$5 million,R,FOREIGN TOTAL,-,1/16/14,n/a,-,"$27,900,000",4/27/14,Hungary,Provideo,3/6/14,"$70,255",36.7%,"$191,573",3/23/14
Rush,"$26,947,624",Universal,"September 20, 2013",Action Drama,2 hrs. 3 min.,$38 million,R,FOREIGN TOTAL,-,9/12/13,"$4,151,989",6.6%,"$63,300,000",11/3/13,Hungary,Provideo,9/12/13,"$133,724",29.9%,"$447,309",10/13/13
The Host,"$26,627,201",Open Road Films,"March 29, 2013",Sci-Fi Thriller,2 hrs. 5 min.,$40 million,PG-13,FOREIGN TOTAL,-,3/22/13,n/a,-,"$36,700,000",12/15/13,Hungary,Provideo,3/28/13,"$93,112",42.5%,"$219,009",4/21/13
21 and Over,"$25,682,380",Relativity,"March 1, 2013",Comedy,1 hrs. 33 min.,$13 million,R,FOREIGN TOTAL,-,3/1/13,n/a,-,"$22,383,292",6/10/14,Hungary,Big Bang,3/14/13,"$77,040",27.8%,"$277,443",4/14/13
Her,"$25,568,251",Warner Bros.,"December 18, 2013",Comedy / Drama,2 hrs. 0 min.,$23 million,R,FOREIGN TOTAL,-,1/16/14,n/a,-,"$21,783,000",6/1/14,Hungary,InterCom,2/6/14,"$24,884",100%,"$24,884",2/9/14
Marvel's The Avengers,"$623,357,910",Buena Vista,"May 4, 2012",Action / Adventure,2 hrs. 22 min.,$220 million,PG-13,FOREIGN TOTAL,-,4/25/12,"$185,100,000",20.7%,"$896,200,000",11/4/12,Hungary,Forum,4/26/12,"$496,999",28.2%,"$1,759,397",6/17/12
The Dark Knight Rises,"$448,139,099",Warner Bros.,"July 20, 2012",Action Thriller,2 hrs. 45 min.,$250 million,PG-13,FOREIGN TOTAL,-,7/18/12,"$88,000,000",13.8%,"$636,800,000",N/A,Hungary,InterCom,7/26/12,"$488,330",33.4%,"$1,461,978",9/2/12
The Hunger Games,"$408,010,692",Lionsgate,"March 23, 2012",Action / Adventure,2 hrs. 22 min.,$78 million,PG-13,FOREIGN TOTAL,-,3/21/12,"$59,250,000",20.7%,"$286,384,032",10/5/15,Hungary,Forum,3/22/12,"$126,182",24.7%,"$509,906",5/13/12
Skyfall,"$304,360,277",Sony / Columbia,"November 9, 2012",Action,2 hrs. 23 min.,$200 million,PG-13,FOREIGN TOTAL,-,10/24/12,"$83,048,496",10.3%,"$804,200,736",3/24/13,Hungary,Forum Films,10/26/12,"$526,395",22.3%,"$2,364,419",12/30/12
The Hobbit: An Unexpected Journey,"$303,003,568",Warner Bros. (New Line),"December 14, 2012",Fantasy,2 hrs. 46 min.,N/A,PG-13,FOREIGN TOTAL,-,12/12/12,"$138,000,000",19.2%,"$718,100,000",N/A,Hungary,Forum,12/13/12,"$578,098",24.2%,"$2,388,489",2/3/13
The Twilight Saga: Breaking Dawn Part 2,"$292,324,737",Lionsgate/Summit,"November 16, 2012",Romance,1 hrs. 56 min.,$120 million,PG-13,FOREIGN TOTAL,-,11/14/12,"$199,500,000",37.1%,"$537,422,083",10/4/15,Hungary,Provideo,11/15/12,"$746,649",43.3%,"$1,722,841",12/30/12
The Amazing Spider-Man,"$262,030,663",Sony / Columbia,"July 3, 2012",Action / Adventure,2 hrs. 16 min.,$230 million,PG-13,FOREIGN TOTAL,-,6/27/12,"$51,137,642",10.3%,"$495,900,000",2/17/13,Hungary,InterCom,7/12/12,"$260,331",36.8%,"$707,061",8/12/12
Brave,"$237,283,207",Buena Vista,"June 22, 2012",Animation,1 hrs. 40 min.,$185 million,PG,FOREIGN TOTAL,-,6/20/12,"$13,500,000",4.5%,"$301,700,000",8/25/13,Hungary,Forum,8/2/12,"$169,871",20.3%,"$835,099",9/23/12
Ted,"$218,815,487",Universal,"June 29, 2012",Comedy,1 hrs. 46 min.,$50 million,R,FOREIGN TOTAL,-,7/5/12,"$15,548,221",4.7%,"$330,552,828",4/7/13,Hungary,UIP,8/23/12,"$236,351",22.4%,"$1,055,165",10/14/12
Madagascar 3: Europe's Most Wanted,"$216,391,482",Paramount (DreamWorks),"June 8, 2012",Animation,1 hrs. 33 min.,$145 million,PG,FOREIGN TOTAL,-,6/6/12,"$77,284,107",14.6%,"$530,529,792",2/3/13,Hungary,UIP,6/14/12,"$376,929",20.7%,"$1,816,740",8/12/12
Dr. Seuss' The Lorax,"$214,030,500",Universal,"March 2, 2012",Animation,1 hrs. 35 min.,$70 million,PG,FOREIGN TOTAL,-,3/1/12,"$363,916",0.3%,"$134,809,816",11/4/12,Hungary,UIP,10/18/12,"$73,650",18.8%,"$392,014",11/25/12
Wreck-It Ralph,"$189,422,889",Buena Vista,"November 2, 2012",Animation,1 hrs. 48 min.,$165 million,PG,FOREIGN TOTAL,-,10/31/12,"$12,000,000",4.3%,"$281,800,000",4/14/13,Hungary,Forum,11/1/12,"$60,968",42%,"$145,076",11/25/12
Lincoln,"$182,207,973",Buena Vista,"November 9, 2012",Historical Drama,2 hrs. 25 min.,$65 million,PG-13,FOREIGN TOTAL,-,1/17/13,"$2,872,419",3.1%,"$93,085,477",5/26/13,Hungary,InterCom,1/31/13,"$39,153",54.6%,"$71,742",2/10/13
MIB 3,"$179,020,854",Sony / Columbia,"May 25, 2012",Sci-Fi Comedy,1 hrs. 46 min.,$225 million,PG-13,FOREIGN TOTAL,-,5/25/12,"$135,292,166",30.4%,"$445,005,922",8/5/12,Hungary,InterCom,5/24/12,"$333,939",28.4%,"$1,174,616",7/29/12
Django Unchained,"$162,805,434",Weinstein Company,"December 25, 2012",Western,2 hrs. 45 min.,$100 million,R,FOREIGN TOTAL,-,1/16/13,"$49,379,117",18.8%,"$262,562,804",9/22/13,Hungary,InterCom,1/17/13,"$291,421",26.7%,"$1,090,120",3/10/13
Ice Age: Continental Drift,"$161,321,843",Fox,"July 13, 2012",Animation,1 hrs. 34 min.,$95 million,PG,FOREIGN TOTAL,-,6/27/12,"$80,305,541",11.2%,"$715,922,939",2/25/13,Hungary,InterCom,7/5/12,"$560,520",17.1%,"$3,270,433",9/30/12
Snow White and the Huntsman,"$155,332,381",Universal,"June 1, 2012",Adventure,2 hrs. 7 min.,$170 million,PG-13,FOREIGN TOTAL,-,5/30/12,"$39,300,000",16.3%,"$241,260,448",9/11/12,Hungary,UIP,5/31/12,"$192,240",28.7%,"$670,110",7/29/12
Les Miserables,"$148,809,770",Universal,"December 25, 2012",Musical,2 hrs. 37 min.,$61 million,PG-13,FOREIGN TOTAL,-,12/21/12,"$4,200,000",1.4%,"$293,000,000",8/11/13,Hungary,UIP,12/27/12,"$162,914",36.9%,"$441,827",1/27/13
Hotel Transylvania,"$148,313,048",Sony / Columbia,"September 28, 2012",Animation,1 hrs. 31 min.,$85 million,PG,FOREIGN TOTAL,-,9/20/12,n/a,-,"$210,062,555",11/17/13,Hungary,InterCom,10/4/12,"$152,173",20.4%,"$747,603",12/16/12
Taken 2,"$139,854,287",Fox,"October 5, 2012",Action,1 hrs. 31 min.,$45 million,PG-13,FOREIGN TOTAL,-,9/28/12,"$6,360,629",2.7%,"$236,287,019",2/24/13,Hungary,Provideo,10/11/12,"$242,371",35.4%,"$685,532",11/11/12
21 Jump Street,"$138,447,667",Sony / Columbia,"March 16, 2012",Action Comedy,1 hrs. 49 min.,$42 million,R,FOREIGN TOTAL,-,3/15/12,"$7,170,723",11.4%,"$63,137,661",7/29/12,Hungary,InterCom,5/3/12,"$50,474",30%,"$168,192",5/27/12
Argo,"$136,025,503",Warner Bros.,"October 12, 2012",Drama / Thriller,2 hrs. 0 min.,$44.5 million,R,FOREIGN TOTAL,-,10/11/12,n/a,-,"$96,300,000",4/21/13,Hungary,InterCom,11/22/12,"$51,963",35.2%,"$147,630",12/16/12
Silver Linings Playbook,"$132,092,958",Weinstein Company,"November 16, 2012",Comedy,2 hrs. 2 min.,$21 million,R,FOREIGN TOTAL,-,11/22/12,"$3,352,769",3.2%,"$104,319,495",5/26/13,Hungary,Forum,1/10/13,"$82,037",37.6%,"$218,404",1/27/13
Prometheus,"$126,477,084",Fox,"June 8, 2012",Sci-Fi Action,2 hrs. 4 min.,$130 million,R,FOREIGN TOTAL,-,5/30/12,"$34,762,863",12.6%,"$276,877,385",1/6/13,Hungary,InterCom,6/7/12,"$423,019",29.6%,"$1,428,140",8/5/12
Safe House,"$126,373,434",Universal,"February 10, 2012",Action Thriller,1 hrs. 57 min.,$85 million,R,FOREIGN TOTAL,-,2/8/12,"$10,069,927",12.3%,"$81,702,771",9/23/12,Hungary,UIP,2/16/12,"$78,226",52.8%,"$148,248",2/26/12
The Vow,"$125,014,030",Sony / Screen Gems,"February 10, 2012",Drama,1 hrs. 44 min.,$30 million,PG-13,FOREIGN TOTAL,-,2/8/12,"$10,287,847",14.5%,"$71,100,540",6/24/12,Hungary,Forum,2/9/12,"$80,750",24.9%,"$324,304",3/4/12
Life of Pi,"$124,987,023",Fox,"November 21, 2012",Adventure,2 hrs. 6 min.,$120 million,PG,FOREIGN TOTAL,-,11/21/12,"$23,483,856",4.9%,"$484,029,542",4/8/13,Hungary,InterCom,12/20/12,"$204,711",11.3%,"$1,811,430",3/17/13
Magic Mike,"$113,721,571",Warner Bros.,"June 29, 2012",Comedy / Drama,1 hrs. 50 min.,$7 million,R,FOREIGN TOTAL,-,6/28/12,n/a,-,"$53,500,000",12/9/12,Hungary,Big Bang,8/9/12,"$63,940",95.5%,"$66,936",8/26/12
The Bourne Legacy,"$113,203,870",Universal,"August 10, 2012",Action,2 hrs. 15 min.,$125 million,PG-13,FOREIGN TOTAL,-,8/8/12,"$7,664,449",4.7%,"$162,940,880",12/2/12,Hungary,UIP,9/6/12,"$103,272",31.7%,"$326,188",10/7/12
Journey 2: The Mysterious Island,"$103,860,290",Warner Bros. (New Line),"February 10, 2012",Adventure,1 hrs. 34 min.,$79 million,PG,FOREIGN TOTAL,-,1/18/12,"$7,900,000",3.4%,"$231,400,000",8/12/13,Hungary,WB,2/23/12,"$209,693",27.5%,"$763,740",4/22/12
Rise of the Guardians,"$103,412,758",Paramount (DreamWorks),"November 21, 2012",Animation,1 hrs. 37 min.,$145 million,PG,FOREIGN TOTAL,-,11/16/12,"$2,883,167",1.4%,"$203,528,912",4/21/13,Hungary,UIP,11/29/12,"$190,278",18.9%,"$1,008,561",1/27/13
Zero Dark Thirty,"$95,720,716",Sony / Columbia,"December 19, 2012",Thriller,2 hrs. 37 min.,$40 million,R,FOREIGN TOTAL,-,1/3/13,"$1,318,703",3.6%,"$37,100,000",5/5/13,Hungary,Forum,2/21/13,"$39,099",100%,"$39,099",2/24/13
Flight,"$93,772,375",Paramount,"November 2, 2012",Drama,2 hrs. 19 min.,$31 million,R,FOREIGN TOTAL,-,11/8/12,"$750,831",1.1%,"$68,000,000",3/17/13,Hungary,UIP,1/24/13,"$75,750",54.2%,"$139,820",2/3/13
The Expendables 2,"$85,028,192",Lionsgate,"August 17, 2012",Action,1 hrs. 42 min.,$100 million,R,FOREIGN TOTAL,-,8/15/12,"$22,400,000",10.2%,"$220,400,000",2/10/13,Hungary,Provideo,8/30/12,"$240,133",31%,"$775,832",10/14/12
Wrath of the Titans,"$83,670,083",Warner Bros.,"March 30, 2012",Fantasy,1 hrs. 39 min.,$150 million,PG-13,FOREIGN TOTAL,-,3/28/12,"$76,100,000",34.3%,"$221,600,000",N/A,Hungary,WB,3/29/12,"$203,437",32%,"$636,622",5/6/12
Jack Reacher,"$80,070,736",Paramount,"December 21, 2012",Crime Drama,2 hrs. 10 min.,$60 million,PG-13,FOREIGN TOTAL,-,12/20/12,"$2,500,000",1.8%,"$138,269,859",5/12/13,Hungary,UIP,1/3/13,"$108,922",47%,"$231,911",1/20/13
Dark Shadows,"$79,727,149",Warner Bros.,"May 11, 2012",Horror Comedy,1 hrs. 53 min.,$150 million,PG-13,FOREIGN TOTAL,-,5/9/12,"$37,300,000",22.5%,"$165,800,000",N/A,Hungary,InterCom,5/10/12,"$130,455",38.5%,"$338,674",6/10/12
John Carter,"$73,078,100",Buena Vista,"March 9, 2012",Sci-Fi Adventure,2 hrs. 12 min.,$250 million,PG-13,FOREIGN TOTAL,-,3/7/12,"$70,600,000",33.5%,"$211,061,000",5/28/12,Hungary,Forum Films,3/8/12,"$212,536",37.7%,"$564,168",4/8/12
This Is 40,"$67,544,505",Universal,"December 21, 2012",Comedy,2 hrs. 13 min.,$35 million,R,FOREIGN TOTAL,-,12/20/12,n/a,-,"$20,514,281",4/7/13,Hungary,UIP,1/31/13,"$150,289",29%,"$519,112",3/3/13
Contraband,"$66,528,000",Universal,"January 13, 2012",Thriller,1 hrs. 50 min.,$25 million,R,FOREIGN TOTAL,-,1/11/12,"$1,429,886",4.8%,"$29,734,212",5/20/12,Hungary,UIP,3/22/12,"$34,981",48.4%,"$72,219",4/1/12
Looper,"$66,486,205",TriStar,"September 28, 2012",Sci-Fi Action,1 hrs. 58 min.,$30 million,R,FOREIGN TOTAL,-,9/27/12,n/a,-,"$110,020,614",3/17/13,Hungary,Provideo,9/27/12,"$71,818",26.8%,"$267,841",10/28/12
Battleship,"$65,422,625",Universal,"May 18, 2012",Action,2 hrs. 11 min.,$209 million,PG-13,FOREIGN TOTAL,-,4/11/12,"$55,200,000",23.2%,"$237,602,860",7/8/12,Hungary,UIP,4/18/12,"$188,886",43.9%,"$430,553",5/20/12
Pitch Perfect,"$65,001,093",Universal,"September 28, 2012",Comedy,1 hrs. 52 min.,$17 million,PG-13,FOREIGN TOTAL,-,10/4/12,"$457,459",0.9%,"$50,349,333",6/30/14,Hungary,UIP,3/28/13,"$61,520",38.2%,"$160,985",4/14/13
Mirror Mirror,"$64,935,167",Relativity,"March 30, 2012",Fantasy,1 hrs. 46 min.,$85 million,PG,FOREIGN TOTAL,-,3/15/12,"$5,775,654",4.9%,"$118,083,355",11/11/12,Hungary,Forum,3/15/12,"$97,546",33.8%,"$288,634",4/22/12
Chronicle,"$64,575,175",Fox,"February 3, 2012",Sci-Fi Action,1 hrs. 23 min.,$12 million,PG-13,FOREIGN TOTAL,-,2/2/12,"$12,676,876",20.4%,"$62,060,922",7/9/12,Hungary,InterCom,3/1/12,"$64,276",43.3%,"$148,385",3/18/12
Hope Springs,"$63,536,011",Sony / Columbia,"August 8, 2012",Comedy / Drama,2 hrs. 1 min.,N/A,PG-13,FOREIGN TOTAL,-,8/9/12,n/a,-,"$50,745,040",4/7/13,Hungary,Provideo,8/9/12,"$86,800",24.1%,"$360,077",9/9/12
Underworld Awakening,"$62,321,039",Sony / Screen Gems,"January 20, 2012",Action Horror,1 hrs. 28 min.,$70 million,R,FOREIGN TOTAL,-,1/18/12,"$15,726,201",16.1%,"$97,791,632",3/25/12,Hungary,InterCom,1/26/12,"$125,736",38.4%,"$327,548",2/19/12
The Lucky One,"$60,457,138",Warner Bros.,"April 20, 2012",Romance,1 hrs. 41 min.,N/A,PG-13,FOREIGN TOTAL,-,4/18/12,"$3,700,000",9.5%,"$38,900,000",N/A,Hungary,WB,4/19/12,"$27,496",43.3%,"$63,514",5/6/12
The Dictator,"$59,650,222",Paramount,"May 16, 2012",Comedy,1 hrs. 23 min.,$65 million,R,FOREIGN TOTAL,-,5/16/12,"$30,863,246",25.8%,"$119,729,311",11/18/12,Hungary,UIP,5/17/12,"$174,324",29.3%,"$595,352",6/24/12
Total Recall,"$58,877,969",Sony / Columbia,"August 3, 2012",Sci-Fi Action,2 hrs. 1 min.,$125 million,PG-13,FOREIGN TOTAL,-,8/1/12,"$6,169,054",4.4%,"$139,589,199",11/18/12,Hungary,InterCom,8/16/12,"$161,842",37.3%,"$434,029",9/9/12
Titanic 3D,"$57,884,114",Paramount,"April 4, 2012",Romance,3 hrs. 14 min.,$18 million,PG-13,FOREIGN TOTAL,-,4/4/12,"$35,200,000",12.3%,"$285,666,656",5/27/12,Hungary,Fox,4/5/12,"$69,413",24.8%,"$280,245",4/29/12
American Reunion,"$57,011,521",Universal,"April 6, 2012",Comedy,1 hrs. 53 min.,$50 million,R,FOREIGN TOTAL,-,4/4/12,"$19,800,000",11.1%,"$177,978,063",8/12/12,Hungary,UIP,4/5/12,"$423,858",33.3%,"$1,271,543",6/3/12
ParaNorman,"$56,003,051",Focus Features,"August 17, 2012",Animation,1 hrs. 33 min.,$60 million,PG,FOREIGN TOTAL,-,8/3/12,"$2,251,001",4.4%,"$51,136,348",2/3/13,Hungary,UIP,1/10/13,"$42,123",61.7%,"$68,254",1/20/13
This Means War,"$54,760,791",Fox,"February 17, 2012",Action,1 hrs. 37 min.,$65 million,PG-13,FOREIGN TOTAL,-,2/16/12,"$11,016,552",10.8%,"$101,730,488",7/9/12,Hungary,InterCom,2/23/12,"$97,405",29.2%,"$333,050",3/25/12
Project X,"$54,731,865",Warner Bros.,"March 2, 2012",Comedy,1 hrs. 28 min.,N/A,R,FOREIGN TOTAL,-,3/1/12,"$2,800,000",5.8%,"$48,000,000",8/12/12,Hungary,InterCom,3/15/12,"$55,545",45.4%,"$122,472",4/1/12
The Woman in Black,"$54,333,290",CBS Films,"February 3, 2012",Horror Thriller,1 hrs. 35 min.,N/A,PG-13,FOREIGN TOTAL,-,2/8/12,"$7,800,000",10.6%,"$73,397,446",5/20/12,Hungary,Budapest,3/29/12,"$23,167",50.4%,"$45,940",4/8/12
Paranormal Activity 4,"$53,900,335",Paramount,"October 19, 2012",Horror,1 hrs. 35 min.,$5 million,R,FOREIGN TOTAL,-,10/17/12,"$26,352,493",29.6%,"$88,917,657",2/17/13,Hungary,UIP,10/18/12,"$33,780",47.7%,"$70,804",10/28/12
Ghost Rider: Spirit of Vengeance,"$51,774,002",Sony / Columbia,"February 17, 2012",Action Horror,1 hrs. 35 min.,$57 million,PG-13,FOREIGN TOTAL,-,2/15/12,"$15,800,000",19.6%,"$80,789,928",4/15/12,Hungary,Big Bang,3/1/12,"$87,053",49.2%,"$176,848",3/18/12
The Grey,"$51,580,236",Open Road Films,"January 27, 2012",Action Drama,1 hrs. 57 min.,$25 million,R,FOREIGN TOTAL,-,1/25/12,"$3,054,913",11.9%,"$25,698,095",4/29/12,Hungary,Provideo,3/22/12,"$30,923",45.8%,"$67,583",4/1/12
The Possession,"$49,130,154",Lionsgate,"August 31, 2012",Horror,1 hrs. 31 min.,$14 million,PG-13,FOREIGN TOTAL,-,8/30/12,"$5,031,900",13.9%,"$36,315,921",4/7/13,Hungary,Forum,9/20/12,"$30,118",53.8%,"$55,983",9/30/12
Sinister,"$48,086,903",Lionsgate/Summit,"October 12, 2012",Horror,1 hrs. 50 min.,$3 million,R,FOREIGN TOTAL,-,10/5/12,"$2,317,026",7.8%,"$29,625,536",11/25/12,Hungary,-,12/6/12,"$21,283",39.6%,"$53,708",12/23/12
Beauty and the Beast,"$47,617,067",Buena Vista,"January 13, 2012",Animation,1 hrs. 24 min.,N/A,G,FOREIGN TOTAL,-,8/12/10,"$16,965",0.1%,"$14,410,056",5/27/12,Hungary,Forum,2/16/12,"$42,403",53.2%,"$79,712",2/26/12
Savages,"$47,382,068",Universal,"July 6, 2012",Thriller,2 hrs. 10 min.,$45 million,R,FOREIGN TOTAL,-,7/11/12,"$1,000,000",2.8%,"$35,584,084",11/25/12,Hungary,UIP,10/4/12,"$48,503",53.8%,"$90,148",10/14/12
The Best Exotic Marigold Hotel,"$46,412,041",Fox Searchlight,"May 4, 2012",Comedy / Drama,1 hrs. 58 min.,$10 million,PG-13,FOREIGN TOTAL,-,2/24/12,"$3,494,891",3.9%,"$90,424,115",3/25/13,Hungary,InterCom,5/4/12,"$28,349",27.2%,"$104,239",5/27/12
